user_id,persona_id,num_unique_cohort_ids,per_unique_cohort_ids,per_same_cohort_ids,cohort_ids
0,5,23,0.4423076923076923,0.5576923076923077,"[11098, 3772, 3568, 3595, 3368, 19183, 19183, 3772, 3594, 3568, 4483, 3775, 3595, 19183, 3568, 3568, 18908, 3568, 19183, 3772, 4358, 19143, 3649, 18908, 3287, 19223, 3566, 3798, 3568, 19183, 19273, 3595, 3595, 3839, 3832, 4210, 19183, 3595, 3595, 3594, 3595, 3772, 3594, 28802, 3440, 3568, 19183, 3568, 19183, 3568, 3568, 3772]"
1,3,36,0.6923076923076923,0.3076923076923077,"[27193, 17812, 18880, 15937, 17803, 2654, 22933, 2646, 17805, 17814, 17814, 3033, 17805, 2653, 18238, 27246, 2658, 17805, 27246, 27238, 18250, 27238, 18242, 27246, 3020, 6733, 8461, 15930, 32996, 2655, 17803, 17811, 2653, 3029, 17805, 17808, 17807, 33005, 27247, 27238, 17803, 16322, 17768, 17806, 17803, 17808, 3033, 15932, 1794, 5129, 17805, 17803]"
2,8,28,0.5384615384615384,0.46153846153846156,"[5686, 21894, 6889, 5686, 20606, 22989, 20580, 20605, 30364, 5838, 20335, 5886, 3763, 20446, 21621, 20606, 20606, 22989, 22989, 20606, 19178, 3595, 30349, 22989, 6889, 4854, 22989, 23125, 22989, 5888, 22989, 5686, 22989, 3772, 30337, 4735, 22989, 23125, 21643, 19143, 20606, 5686, 21822, 22989, 5686, 22989, 22989, 22989, 3594, 19185, 5686, 20606]"
3,6,18,0.34615384615384615,0.6538461538461539,"[19273, 3768, 19184, 19178, 19184, 3266, 19143, 19184, 3868, 19028, 3772, 19184, 19178, 19178, 19184, 19184, 21436, 19223, 19143, 19184, 19183, 19273, 3595, 3768, 19143, 19184, 3595, 3772, 19273, 19273, 19184, 21825, 19281, 19184, 19143, 19143, 19143, 19185, 19184, 30349, 19184, 19143, 19178, 19143, 19184, 19143, 19273, 3768, 19184, 19184, 3763, 19184]"
4,1,17,0.3269230769230769,0.6730769230769231,"[6240, 6210, 6243, 6232, 6232, 4147, 6243, 6210, 6210, 6243, 6210, 6207, 6240, 6198, 4147, 6207, 6207, 6210, 4169, 3524, 6210, 6210, 6238, 6210, 4147, 6240, 5634, 6207, 6207, 6210, 6207, 6210, 4147, 6210, 6210, 6240, 6242, 4170, 6130, 6240, 6210, 6228, 6210, 6228, 6243, 4148, 6242, 4150, 6243, 6207, 6243, 6210]"
5,5,23,0.4423076923076923,0.5576923076923077,"[3595, 18907, 3568, 3595, 19279, 3595, 19183, 4210, 19143, 19185, 19183, 4208, 19183, 3368, 3595, 19143, 3595, 28804, 19273, 3868, 19183, 3595, 3595, 18941, 3649, 3525, 19183, 28519, 11098, 3684, 19183, 3568, 19183, 19183, 3595, 19183, 3568, 3368, 3868, 3595, 19183, 3834, 3368, 4210, 3595, 4419, 3568, 19273, 3568, 19742, 19273, 3772]"
6,9,30,0.5769230769230769,0.42307692307692313,"[19976, 18724, 4358, 29652, 3737, 3415, 19185, 19188, 19185, 4044, 19939, 4358, 19939, 19944, 19185, 19568, 19944, 28773, 19185, 19551, 19146, 4070, 19939, 4358, 21141, 19578, 11547, 3737, 19977, 20606, 19983, 19578, 4331, 21126, 19180, 29653, 19180, 19939, 19983, 19983, 19977, 19185, 19185, 19578, 19581, 4329, 19977, 19982, 19943, 21141, 4329, 19939]"
7,4,17,0.3269230769230769,0.6730769230769231,"[6228, 22578, 6236, 6236, 6236, 6547, 6232, 4169, 6236, 22578, 6228, 20120, 6222, 6236, 22578, 6236, 22578, 6236, 4161, 6139, 6236, 6236, 6236, 20120, 22578, 22578, 6236, 6243, 6236, 6236, 22297, 6228, 22202, 6236, 6232, 6228, 6236, 6236, 6236, 6228, 22619, 6228, 6216, 4462, 6236, 6534, 6236, 6228, 6228, 6236, 6243, 22202]"
8,9,28,0.5384615384615384,0.46153846153846156,"[19958, 4044, 29653, 4331, 19939, 19939, 4068, 19976, 19939, 29653, 4363, 19185, 19141, 5841, 29225, 4358, 3772, 19143, 4358, 29653, 19143, 19941, 4329, 21141, 4044, 19185, 19578, 19185, 4329, 19939, 3768, 4044, 3737, 4329, 19939, 19185, 4329, 19143, 19578, 19977, 4358, 19944, 19578, 19958, 19939, 19309, 4046, 21141, 19977, 19551, 20854, 29243]"
9,1,20,0.38461538461538464,0.6153846153846154,"[6210, 6243, 4147, 4170, 6210, 4144, 6207, 4148, 6242, 6243, 4144, 6207, 4171, 6210, 3547, 6243, 4147, 6240, 6243, 6210, 6210, 4456, 6207, 6205, 4456, 6243, 4147, 6210, 6414, 6210, 6210, 4150, 4147, 3523, 6210, 6243, 4171, 4483, 6242, 4147, 4147, 6240, 6242, 4139, 4144, 6242, 6207, 6207, 5650, 6210, 6210, 6232]"
10,4,14,0.2692307692307692,0.7307692307692308,"[6228, 6228, 22578, 6228, 22578, 22297, 22695, 6547, 22578, 6236, 6228, 6236, 22202, 22578, 6236, 22578, 6228, 6228, 6236, 22578, 6236, 6236, 6228, 6236, 22578, 6228, 4476, 6228, 6232, 6243, 6236, 22578, 6236, 22578, 6236, 22202, 6538, 6228, 22578, 6228, 6228, 22320, 4163, 22578, 6236, 6228, 6236, 22576, 22202, 6236, 6228, 22578]"
11,0,44,0.8461538461538461,0.15384615384615385,"[664, 588, 15191, 664, 664, 875, 1525, 4333, 7495, 4100, 3912, 771, 664, 15576, 4403, 417, 280, 769, 2294, 3623, 722, 860, 372, 808, 515, 2294, 3566, 15551, 30771, 15550, 664, 24642, 15533, 507, 761, 701, 2368, 19807, 15749, 656, 19807, 15562, 5831, 15685, 689, 646, 661, 269, 24642, 692, 1486, 701]"
12,8,20,0.38461538461538464,0.6153846153846154,"[22989, 5686, 20606, 19273, 5838, 5686, 5686, 1060, 22989, 20606, 22989, 21822, 5886, 20446, 19184, 20580, 20606, 22989, 5686, 5686, 19143, 22989, 20446, 5686, 19178, 19980, 23125, 22989, 20580, 21894, 19273, 19273, 5686, 19184, 5686, 21894, 19028, 5688, 22989, 21894, 21641, 21822, 19184, 22989, 22989, 20580, 21641, 5686, 5920, 20606, 5686, 20446]"
13,1,19,0.36538461538461536,0.6346153846153846,"[6210, 6207, 4147, 4147, 6210, 6210, 4144, 4147, 4171, 6210, 6210, 4171, 6243, 6242, 6207, 6207, 4450, 4169, 3545, 6207, 4171, 6228, 6207, 6210, 6210, 6198, 6207, 4147, 6232, 4403, 6210, 6210, 6210, 4147, 6210, 6240, 6210, 6242, 6210, 6242, 6193, 6210, 6210, 6210, 4144, 6240, 4441, 5615, 6232, 4144, 6232, 4474]"
14,3,31,0.5961538461538461,0.40384615384615385,"[27242, 17803, 17803, 17805, 6735, 18252, 17803, 2660, 6735, 15930, 16796, 2651, 27238, 17805, 17805, 27238, 25503, 27238, 27238, 27246, 17810, 27248, 27239, 4666, 27238, 27433, 3034, 20335, 27246, 17811, 17810, 17810, 27238, 17810, 20287, 27238, 3032, 27695, 17811, 16774, 20955, 17811, 27238, 23420, 17804, 17814, 33005, 16789, 27238, 3025, 17805, 27433]"
15,6,20,0.38461538461538464,0.6153846153846154,"[19184, 19184, 19184, 19184, 19184, 19184, 19139, 19223, 5686, 3525, 19184, 19273, 19184, 19143, 19184, 19223, 19184, 3768, 19273, 19185, 19143, 19184, 19184, 18724, 19184, 19143, 3768, 19143, 21825, 20290, 19143, 19184, 19273, 19320, 19273, 19184, 5838, 20381, 3868, 3525, 19184, 19184, 19184, 19178, 19184, 19184, 19143, 29653, 20335, 3868, 19184, 19183]"
16,5,20,0.38461538461538464,0.6153846153846154,"[19183, 18907, 3595, 3595, 19183, 3368, 3595, 19944, 19183, 3772, 19185, 3684, 18907, 4255, 3595, 3595, 3595, 19035, 3568, 19223, 19185, 4282, 3595, 3834, 3595, 3834, 19143, 19183, 3368, 4210, 18908, 3568, 19183, 3595, 19183, 3568, 3568, 28802, 3595, 3595, 4455, 3772, 19143, 19183, 3568, 11098, 3568, 18907, 3595, 3772, 3595, 3595]"
17,8,19,0.36538461538461536,0.6346153846153846,"[5686, 23107, 4853, 5686, 30364, 22989, 5686, 22989, 19178, 20606, 20581, 19223, 22989, 20606, 5686, 22989, 5730, 5686, 20606, 5686, 20606, 5686, 20605, 21822, 22989, 23107, 21822, 5686, 20606, 20446, 20446, 22989, 5730, 4853, 22989, 19143, 22989, 4734, 22989, 20446, 5886, 22989, 5686, 3832, 22989, 22989, 22989, 20580, 22989, 6890, 20606, 22989]"
18,8,29,0.5576923076923077,0.4423076923076923,"[20606, 4853, 22989, 20446, 20607, 5686, 20606, 22989, 20605, 3772, 5688, 22989, 23125, 20605, 22989, 30349, 20606, 5838, 20606, 6890, 19942, 6890, 21710, 22989, 22989, 19184, 22989, 21894, 5686, 20580, 4854, 5686, 3832, 6778, 21740, 22989, 21641, 21714, 22989, 21822, 20605, 5686, 20606, 21822, 21899, 5886, 5686, 5950, 5730, 22989, 22989, 5730]"
19,9,29,0.5576923076923077,0.4423076923076923,"[4329, 19939, 4419, 19982, 4329, 19578, 18839, 19979, 4329, 19939, 19939, 19171, 4044, 4068, 19944, 19143, 19143, 19939, 19143, 21141, 19941, 4361, 3772, 20606, 4329, 19185, 19941, 3524, 19983, 19944, 3737, 4329, 19185, 29653, 19929, 19983, 19934, 19185, 19578, 19578, 4386, 29626, 19998, 19944, 19143, 4361, 20283, 3737, 19143, 19143, 4358, 19941]"
20,8,20,0.38461538461538464,0.6153846153846154,"[22989, 21710, 5886, 20606, 20446, 22989, 6890, 6890, 20606, 20446, 3772, 5841, 21641, 20605, 19178, 20446, 22989, 22989, 3415, 22989, 22989, 20605, 5686, 20606, 20606, 6950, 22989, 20606, 22989, 20446, 22989, 23106, 22989, 19184, 5920, 22989, 21141, 20580, 22989, 20606, 22989, 22989, 22989, 20606, 22989, 20446, 5886, 22989, 22989, 6890, 19178, 23125]"
21,2,50,0.9615384615384616,0.038461538461538436,"[18280, 259, 18396, 4362, 6479, 2841, 18443, 3235, 5880, 18937, 20068, 18399, 23147, 1850, 19979, 1976, 17969, 6479, 22990, 19273, 18410, 21902, 21860, 2260, 22621, 22577, 6311, 22577, 18946, 5163, 23016, 2828, 21660, 21216, 23224, 18457, 6951, 16464, 2294, 17853, 18276, 15956, 17562, 17523, 3170, 6465, 5164, 653, 18435, 5844, 20423, 7313]"
22,8,20,0.38461538461538464,0.6153846153846154,"[19273, 22989, 5686, 19184, 20606, 6890, 20580, 22989, 22989, 22989, 19184, 22989, 3772, 22989, 20606, 6778, 19184, 4854, 5838, 20580, 22989, 21822, 20448, 22989, 241, 22989, 20606, 22989, 22989, 20580, 4854, 28832, 22989, 20448, 22989, 22989, 23125, 22989, 3772, 22989, 5686, 20605, 4853, 22989, 5841, 22989, 22989, 22989, 23125, 22989, 22989, 5688]"
23,3,30,0.5769230769230769,0.42307692307692313,"[17805, 27238, 27238, 15912, 18233, 20385, 15940, 27238, 17807, 2647, 27238, 27238, 27238, 33005, 17812, 27246, 17803, 27238, 22310, 17805, 17804, 17803, 17803, 18250, 27246, 27238, 17814, 17815, 27238, 18021, 17803, 2652, 32996, 27242, 17811, 1033, 18242, 27246, 17803, 17803, 17803, 22935, 10158, 27238, 27238, 17817, 27253, 17803, 27238, 22933, 2659, 17811]"
24,9,28,0.5384615384615384,0.46153846153846156,"[4358, 19143, 21141, 30905, 19983, 4353, 19578, 19185, 19551, 19977, 3737, 19185, 21130, 19188, 19942, 4330, 4329, 4361, 4329, 20606, 4331, 19178, 19939, 21141, 3737, 21141, 19551, 19578, 29655, 4329, 19554, 4361, 19980, 19939, 3737, 4386, 19966, 4329, 19185, 19966, 19983, 19143, 4361, 19939, 19185, 19983, 19983, 19939, 4324, 19941, 3737, 19554]"
25,8,27,0.5192307692307693,0.4807692307692307,"[5841, 20446, 21641, 5686, 5730, 21822, 20446, 22989, 22989, 22989, 3592, 6890, 20446, 5686, 22989, 6889, 5838, 19185, 22989, 23125, 3768, 19184, 22989, 5920, 20606, 21822, 22989, 20446, 30148, 4854, 4734, 20606, 22989, 5688, 21962, 19143, 4854, 5688, 22989, 5686, 20606, 20606, 23125, 5920, 20580, 22972, 19178, 19184, 22989, 6778, 20606, 5730]"
26,9,31,0.5961538461538461,0.40384615384615385,"[4044, 19976, 19939, 19939, 4361, 28807, 3730, 4331, 20606, 19578, 19581, 29225, 28807, 3737, 19146, 19188, 19554, 5276, 4134, 19939, 20606, 4358, 19977, 19185, 19939, 19185, 21141, 4329, 19944, 21141, 19185, 21141, 19983, 19185, 4044, 30905, 19939, 19941, 19185, 19185, 4361, 4358, 29653, 4039, 19143, 19143, 21141, 4330, 19976, 19939, 19141, 28807]"
27,2,49,0.9423076923076923,0.05769230769230771,"[27266, 22424, 3168, 5922, 18443, 6423, 21710, 5893, 6884, 6891, 21897, 6952, 16466, 2848, 2430, 3592, 2430, 20446, 17838, 2394, 6423, 363, 3167, 19273, 243, 1415, 1122, 15224, 18938, 20571, 17853, 3620, 19225, 2284, 18392, 2690, 5888, 22547, 16466, 16360, 19807, 22989, 3055, 662, 3226, 17998, 4939, 5951, 1841, 23098, 20423, 6950]"
28,0,45,0.8653846153846154,0.13461538461538458,"[4322, 692, 663, 4379, 15533, 25521, 689, 15727, 3800, 863, 654, 661, 917, 4231, 1416, 839, 7924, 664, 2431, 17541, 661, 821, 851, 1177, 4210, 911, 443, 15685, 701, 664, 15686, 656, 4231, 3800, 4388, 4374, 8163, 336, 818, 661, 4333, 20028, 692, 637, 1299, 20001, 4483, 810, 4469, 664, 792, 809]"
29,4,11,0.21153846153846154,0.7884615384615384,"[6236, 22202, 22578, 22578, 6236, 22202, 6228, 6236, 22578, 6236, 6538, 6236, 6236, 6236, 21832, 6243, 6228, 22202, 6139, 6236, 6236, 22578, 22202, 6236, 6236, 6429, 6236, 6228, 6236, 6236, 6232, 6139, 6429, 6236, 6243, 6228, 6236, 22578, 22578, 6236, 22578, 6236, 6228, 22578, 6236, 6236, 4171, 22202, 6236, 22202, 6236, 6236]"
30,6,17,0.3269230769230769,0.6730769230769231,"[19143, 3525, 19184, 19143, 19178, 28804, 4854, 19184, 19143, 19143, 3525, 19184, 28393, 19184, 19184, 19143, 19184, 28778, 19178, 19143, 19143, 5841, 19143, 19184, 19184, 19184, 19184, 5921, 19184, 3595, 5838, 3768, 19184, 19184, 19143, 4419, 19184, 19185, 19143, 19184, 19143, 28804, 19178, 19143, 19184, 20381, 19184, 19184, 19178, 3525, 19273, 5841]"
31,2,47,0.9038461538461539,0.09615384615384615,"[19273, 4231, 6892, 3055, 5815, 19031, 5863, 3834, 2789, 3221, 2774, 20437, 6465, 22621, 391, 20608, 21865, 20487, 16979, 3163, 6479, 17835, 5839, 21692, 7313, 16519, 2395, 19040, 5888, 5888, 1869, 23619, 2689, 5219, 18014, 6479, 6892, 3649, 20690, 5828, 6427, 4421, 23699, 20605, 19027, 3170, 5839, 17944, 5888, 21897, 3770, 2790]"
32,2,47,0.9038461538461539,0.09615384615384615,"[19027, 22972, 19147, 20437, 23147, 3065, 23173, 797, 6837, 17600, 5888, 22577, 6479, 20070, 17487, 22444, 1951, 20435, 20448, 5888, 18399, 23146, 22990, 1424, 6891, 3064, 20598, 33058, 3649, 3228, 17945, 17555, 5888, 20449, 6481, 19277, 3649, 4735, 2836, 6465, 21897, 2774, 16840, 17837, 2304, 3649, 6479, 6441, 6478, 2417, 4454, 19942]"
33,4,15,0.28846153846153844,0.7115384615384616,"[22320, 6228, 22578, 6236, 6228, 22578, 6228, 6228, 6236, 22202, 19997, 6236, 6228, 6228, 6236, 4169, 6437, 6228, 6228, 6236, 6236, 4171, 6228, 20001, 6236, 4171, 6450, 22578, 6236, 6232, 6228, 6228, 6236, 22202, 6236, 22202, 4161, 22578, 6236, 6236, 6236, 22563, 22578, 22563, 6232, 6232, 22578, 22297, 6236, 4171, 22578, 6236]"
34,0,43,0.8269230769230769,0.17307692307692313,"[25521, 701, 808, 656, 809, 4231, 812, 732, 859, 1920, 692, 4374, 16495, 701, 701, 690, 1051, 4232, 28173, 19807, 808, 654, 663, 582, 4333, 780, 18983, 4379, 15084, 507, 680, 19263, 4388, 701, 15535, 19740, 18911, 690, 4100, 4210, 15566, 4374, 29401, 663, 710, 699, 699, 699, 15347, 867, 743, 25587]"
35,6,21,0.40384615384615385,0.5961538461538461,"[5886, 19184, 19143, 19943, 19223, 3768, 3772, 18882, 3763, 19184, 19184, 19184, 19185, 21825, 3595, 20290, 28268, 19184, 19184, 19143, 19028, 19184, 19184, 19184, 3768, 5841, 19275, 3768, 31788, 19223, 19184, 21825, 19184, 3467, 10954, 3768, 19184, 3264, 19185, 19143, 19184, 19223, 19184, 19184, 19184, 5886, 19185, 19184, 19143, 19184, 19184, 19184]"
36,4,11,0.21153846153846154,0.7884615384615384,"[6228, 6147, 6236, 6236, 6236, 6236, 6236, 6228, 22578, 6236, 6228, 20001, 6236, 6228, 22578, 6228, 6228, 6228, 6236, 6228, 6228, 22578, 6236, 6228, 6228, 6228, 6228, 6236, 6232, 22578, 6236, 22563, 6236, 6236, 6236, 6236, 6236, 6228, 6236, 6228, 6243, 6236, 6236, 6236, 6228, 6236, 6228, 22576, 22297, 6240, 6228, 22578]"
37,3,29,0.5576923076923077,0.4423076923076923,"[2647, 16774, 27238, 17807, 32996, 2630, 18236, 18193, 27238, 27238, 22933, 27246, 16328, 2659, 27246, 22939, 27238, 17805, 27238, 17810, 17814, 22939, 27238, 27644, 27238, 16090, 27184, 27238, 18245, 2659, 17814, 17803, 27238, 27238, 1389, 17805, 15940, 27238, 18856, 2657, 27238, 17805, 22935, 27238, 22939, 27238, 17810, 17811, 15930, 2653, 17803, 27238]"
38,9,27,0.5192307692307693,0.4807692307692307,"[19185, 19185, 4361, 4068, 19551, 19939, 4044, 19966, 19143, 19983, 4361, 4044, 19143, 19180, 19185, 19983, 4358, 4331, 4331, 19983, 4144, 19185, 4044, 4324, 21141, 4329, 21141, 19185, 19188, 19143, 3415, 19554, 19926, 19966, 4329, 19143, 4363, 19578, 4329, 21141, 20606, 20068, 19185, 4331, 4361, 4331, 19578, 20578, 19185, 3768, 19939, 3737]"
39,1,21,0.40384615384615385,0.5961538461538461,"[6210, 4172, 3523, 6210, 6210, 6222, 4170, 6242, 4147, 4147, 6243, 6210, 4144, 4171, 6196, 6207, 6210, 4147, 6242, 6207, 6242, 3546, 4147, 5639, 3523, 4144, 4150, 4456, 6207, 4147, 6214, 4150, 6207, 6243, 6243, 6210, 6242, 6242, 6210, 6210, 22328, 4150, 6210, 4147, 6240, 6210, 6210, 4147, 4139, 4150, 6245, 6210]"
40,6,24,0.46153846153846156,0.5384615384615384,"[19185, 19184, 5921, 19184, 28804, 20290, 19273, 5841, 19184, 19223, 19184, 19143, 3768, 20381, 3765, 19184, 19273, 19185, 19178, 19143, 3768, 3768, 19178, 19184, 19143, 21214, 19184, 3525, 4482, 19143, 21876, 19223, 19184, 19143, 20019, 5670, 19184, 19143, 5686, 19184, 19184, 19184, 19185, 19143, 19184, 21641, 19143, 3763, 28804, 3768, 21825, 3595]"
41,9,30,0.5769230769230769,0.42307692307692313,"[20606, 19939, 19185, 4070, 19983, 3415, 4358, 19939, 19138, 19983, 19944, 30905, 19141, 19944, 19682, 3737, 19983, 20040, 20606, 4068, 19939, 4039, 3737, 19143, 19977, 19939, 21141, 19976, 19983, 19983, 21141, 4329, 19578, 19939, 3440, 19551, 19983, 19554, 4044, 21141, 19554, 19983, 19185, 19944, 19976, 19185, 19553, 20872, 19185, 21141, 4361, 19581]"
42,4,10,0.19230769230769232,0.8076923076923077,"[6236, 6236, 22202, 6236, 22578, 22578, 6228, 6228, 22320, 6236, 22202, 6228, 6228, 22578, 6236, 6236, 6228, 6232, 6228, 22578, 6236, 6236, 6236, 6228, 22578, 6236, 6236, 22202, 6236, 22578, 6236, 6236, 6236, 6236, 22223, 6236, 6437, 6228, 6236, 6228, 6165, 6236, 22578, 6228, 6220, 6236, 22202, 6236, 6236, 6228, 22202, 6236]"
43,1,20,0.38461538461538464,0.6153846153846154,"[6243, 4147, 6232, 6210, 6210, 4170, 6243, 4171, 4147, 4147, 4150, 6210, 4144, 4147, 6216, 6238, 4171, 6232, 6207, 6242, 6242, 4147, 4147, 4144, 6210, 4144, 4147, 4147, 6210, 6242, 3866, 6242, 6210, 6243, 6423, 6210, 6214, 6244, 6541, 6210, 6210, 4150, 4456, 4147, 6243, 19677, 6210, 6207, 6207, 4171, 6207, 4169]"
44,5,23,0.4423076923076923,0.5576923076923077,"[3879, 4426, 3568, 28475, 19943, 3595, 3595, 3834, 3798, 3595, 3568, 18627, 19183, 19183, 19183, 3595, 3595, 19183, 18941, 19183, 3368, 356, 4210, 3568, 3595, 3595, 3772, 19185, 19275, 19183, 239, 3568, 3466, 3595, 3834, 19981, 3772, 3595, 3568, 3595, 19183, 4187, 21643, 3568, 19183, 3287, 3772, 3568, 3595, 3595, 3595, 19183]"
45,6,19,0.36538461538461536,0.6346153846153846,"[19184, 28804, 28804, 19143, 19273, 19184, 5686, 19184, 21002, 19143, 19028, 5760, 19273, 3868, 19184, 19184, 19184, 19184, 19184, 19185, 3768, 19184, 19273, 19028, 20306, 19143, 3595, 19184, 19143, 19184, 5841, 18787, 4448, 3768, 19184, 19178, 19143, 19184, 19184, 19184, 18853, 19184, 19143, 19185, 19143, 19184, 19184, 3832, 19184, 5686, 19028, 19273]"
46,9,27,0.5192307692307693,0.4807692307692307,"[19578, 19983, 19939, 19983, 19553, 19977, 19944, 19578, 19983, 4329, 3737, 3763, 19944, 4329, 19976, 4361, 19143, 19185, 19939, 29653, 20606, 4329, 19944, 4070, 19143, 4329, 19185, 19986, 4438, 4329, 4331, 3735, 19185, 19983, 3737, 19578, 4358, 19941, 4329, 29653, 19185, 19939, 19143, 19939, 19581, 21141, 4358, 4329, 19944, 19171, 29611, 20040]"
47,5,22,0.4230769230769231,0.5769230769230769,"[3595, 3595, 3597, 3595, 3266, 3595, 3570, 19183, 3266, 18825, 3595, 19185, 3839, 4361, 3595, 3568, 19183, 3568, 19273, 3568, 19143, 11098, 3568, 3772, 3868, 3595, 28804, 18908, 3595, 19183, 3595, 3568, 19183, 3568, 3595, 3595, 3369, 19340, 18908, 19183, 3595, 4210, 18908, 3772, 3834, 19183, 3595, 3772, 19185, 11098, 19183, 3853]"
48,5,21,0.40384615384615385,0.5961538461538461,"[19185, 3568, 5843, 3772, 3568, 4210, 19183, 3595, 19185, 3595, 3834, 11098, 3834, 3802, 3595, 3772, 19183, 3568, 19183, 3595, 3594, 3568, 4403, 18941, 19035, 19183, 3868, 3595, 3595, 3568, 19185, 3595, 3595, 19273, 3568, 3595, 3595, 18941, 19977, 28804, 3595, 19185, 18908, 18941, 3834, 19185, 3287, 3595, 19183, 3568, 3568, 28951]"
